transaction_id,order_id,payment_method,payment_provider,transaction_date,amount,currency,status,card_last_four,authorization_code,processing_fee
8036,3036,Debit Card,Stripe,2024-01-24 17:54:00,730.88,USD,Completed,8560,AUTH449509,20.89
8037,3037,Debit Card,Stripe,2023-06-04 17:29:00,1181.95,USD,Completed,7416,AUTH299559,27.55
8038,3038,PayPal,PayPal,2023-07-25 08:22:00,634.78,USD,Completed,,AUTH980366,15.69
8039,3039,Debit Card,Stripe,2023-11-29 08:06:00,2307.22,USD,Completed,8049,AUTH945324,47.96
8040,3040,Credit Card,Stripe,2023-07-14 16:32:00,2462.23,USD,Pending,5277,,66.62
8041,3041,PayPal,PayPal,2024-02-05 08:09:00,4446.24,USD,Completed,,AUTH829560,103.48
8042,3042,Debit Card,Stripe,2024-01-27 14:23:00,1590.64,USD,Completed,2187,AUTH333646,46.68
8043,3043,Debit Card,Stripe,2023-09-02 16:51:00,3637.19,USD,Completed,4353,AUTH411032,105.12
8044,3044,Debit Card,Stripe,2024-01-11 10:08:00,569.91,USD,Completed,3581,AUTH803330,15.62
8045,3045,Credit Card,Stripe,2023-12-01 19:12:00,1653.65,USD,Pending,4193,,38.2
8046,3046,Debit Card,Stripe,2023-06-21 10:25:00,584.6,USD,Completed,7661,AUTH318011,15.53
8047,3047,Credit Card,Stripe,2023-06-17 10:42:00,2776.96,USD,Completed,8385,AUTH848898,71.63
8048,3048,Debit Card,Stripe,2023-10-15 09:26:00,4970.58,USD,Completed,9851,AUTH971571,100.8
8049,3049,Debit Card,Stripe,2023-08-05 13:48:00,961.09,USD,Completed,3307,AUTH696724,27.49
8050,3050,Credit Card,Square,2023-07-27 09:50:00,1525.66,USD,Completed,1821,AUTH260422,44.03
8051,3051,PayPal,PayPal,2023-11-24 16:00:00,772.24,USD,Completed,,AUTH610966,18.83
8052,3052,PayPal,PayPal,2023-11-23 14:38:00,340.37,USD,Completed,,AUTH376295,7.45
8053,3053,Debit Card,Stripe,2024-02-01 12:18:00,2622.45,USD,Completed,6218,AUTH161284,56.52
8054,3054,Credit Card,Square,2024-01-06 11:39:00,1429.59,USD,Pending,3676,,30.91
8055,3055,Debit Card,Stripe,2023-10-22 20:07:00,1130.61,USD,Completed,6543,AUTH289974,27.68
8056,3056,PayPal,PayPal,2024-01-06 11:30:00,721.05,USD,Completed,,AUTH890512,21.07
8057,3057,Credit Card,Stripe,2024-02-13 17:11:00,2503.71,USD,Completed,3186,AUTH645588,74.96
8058,3058,Credit Card,Stripe,2023-08-01 10:25:00,2051.83,USD,Completed,1266,AUTH240972,47.81
8059,3059,PayPal,PayPal,2023-08-14 14:01:00,722.23,USD,Completed,,AUTH110444,16.1
8060,3060,PayPal,PayPal,2023-06-27 14:26:00,1031.67,USD,Completed,,AUTH528124,25.47
8061,3061,Debit Card,Stripe,2023-09-27 11:21:00,2290.64,USD,Completed,3012,AUTH802889,66.45
8062,3062,Credit Card,Square,2024-02-17 14:41:00,107.07,USD,Completed,1175,AUTH558793,3.06
8063,3063,Debit Card,Stripe,2023-10-16 13:17:00,1344.45,USD,Completed,6691,AUTH887379,37.83
8064,3064,Credit Card,Stripe,2023-11-11 08:11:00,1243.83,USD,Pending,1928,,27.04
8065,3065,Debit Card,Stripe,2023-11-12 11:18:00,2534.69,USD,Completed,2281,AUTH281447,73.77
8066,3066,Debit Card,Stripe,2023-07-22 14:11:00,4210.69,USD,Completed,3795,AUTH346402,85.44
8067,3067,Credit Card,Square,2023-11-19 12:07:00,296.53,USD,Completed,3159,AUTH148933,6.31
8068,3068,Credit Card,Square,2024-03-09 20:55:00,1982.96,USD,Completed,1268,AUTH195280,48.67
8069,3069,PayPal,PayPal,2023-12-03 19:49:00,1643.36,USD,Failed,,PP794070,45.97
8070,3070,Debit Card,Stripe,2023-10-20 11:37:00,388.98,USD,Completed,7116,AUTH161330,9.49
8071,3071,PayPal,PayPal,2023-07-25 10:40:00,1125.65,USD,Pending,,PP371521,29.95
8072,3072,Credit Card,Square,2024-03-27 18:52:00,1237.74,USD,Completed,2664,AUTH972097,36.11
8073,3073,PayPal,PayPal,2024-01-15 09:04:00,3382.89,USD,Completed,,AUTH373101,81.66
8074,3074,PayPal,PayPal,2024-01-29 20:12:00,962.07,USD,Pending,,PP152477,22.96
8075,3075,PayPal,PayPal,2023-08-05 11:26:00,1764.4,USD,Completed,,AUTH562113,38.01
8076,3076,Debit Card,Stripe,2024-03-13 13:57:00,2691.6,USD,Completed,6562,AUTH630358,77.31
8077,3077,Debit Card,Stripe,2023-07-31 14:04:00,1301.92,USD,Completed,6188,AUTH727884,26.56
8078,3078,Credit Card,Square,2024-02-13 20:01:00,697.38,USD,Completed,9745,AUTH395433,18.92
8079,3079,PayPal,PayPal,2023-08-06 12:02:00,399.93,USD,Pending,,PP609049,8.99
8080,3080,Debit Card,Stripe,2023-09-06 19:52:00,2416.32,USD,Completed,2250,AUTH933019,52.83
8081,3081,Credit Card,Stripe,2024-02-28 16:04:00,3826.62,USD,Completed,1772,AUTH225017,96.85
8082,3082,Debit Card,Stripe,2024-02-16 14:35:00,1181.14,USD,Completed,6679,AUTH821797,30.15
8083,3083,Credit Card,Stripe,2023-10-18 11:11:00,943.14,USD,Completed,2211,AUTH576488,26.93
8084,3084,Credit Card,Square,2023-09-20 17:44:00,1713.21,USD,Completed,1590,AUTH936698,45.05
8085,3085,Credit Card,Stripe,2024-02-24 12:19:00,730.88,USD,Completed,6775,AUTH208599,18.91
8086,3086,Credit Card,Square,2023-10-16 16:07:00,2417.1,USD,Completed,3919,AUTH727234,56.04
8087,3087,Credit Card,Stripe,2024-02-29 11:18:00,120.66,USD,Completed,3828,AUTH284028,2.58
8088,3088,Credit Card,Square,2023-10-21 10:17:00,646.04,USD,Pending,5170,,14.53
8089,3089,Credit Card,Square,2023-09-16 16:07:00,2467.77,USD,Completed,1351,AUTH478238,70.51
8090,3090,PayPal,PayPal,2023-12-06 13:05:00,1404.3,USD,Completed,,AUTH493929,30.56
8091,3091,PayPal,PayPal,2023-08-08 14:57:00,1588.03,USD,Completed,,AUTH373335,41.15
8092,3092,Credit Card,Square,2023-06-30 18:52:00,570.27,USD,Completed,4151,AUTH304785,15.63
8093,3093,Credit Card,Stripe,2023-10-22 10:16:00,1557.21,USD,Completed,4203,AUTH312186,46.35
8094,3094,PayPal,PayPal,2023-12-13 18:16:00,3882.1,USD,Completed,,AUTH974002,78.36
8095,3095,Debit Card,Stripe,2024-01-13 11:20:00,3421.64,USD,Completed,6416,AUTH112314,77.7
8096,3096,Credit Card,Stripe,2023-12-20 10:28:00,987.56,USD,Completed,1169,AUTH492367,25.81
8097,3097,Debit Card,Stripe,2023-08-15 15:05:00,2489.05,USD,Completed,6723,AUTH174838,65.02
8098,3098,PayPal,PayPal,2023-09-03 10:12:00,2921.51,USD,Completed,,AUTH814993,71.52
8099,3099,Credit Card,Square,2023-09-01 18:18:00,815.73,USD,Completed,3976,AUTH516558,19.8
8100,3100,PayPal,PayPal,2023-08-30 14:43:00,103.26,USD,Completed,,AUTH726768,2.83
8101,3101,Credit Card,Square,2023-08-13 09:27:00,2089.02,USD,Completed,4030,AUTH574323,61.03
8102,3102,PayPal,PayPal,2023-12-24 09:46:00,646.04,USD,Completed,,AUTH278778,13.95
8103,3103,Debit Card,Stripe,2023-06-07 17:06:00,727.88,USD,Completed,1287,AUTH538683,15.14
8104,3104,PayPal,PayPal,2023-07-27 08:48:00,3834.18,USD,Completed,,AUTH187781,82.12
8105,3105,Debit Card,Stripe,2023-10-06 20:05:00,988.59,USD,Completed,7043,AUTH700524,26.94
8106,3106,Credit Card,Stripe,2023-06-07 20:00:00,949.78,USD,Completed,5683,AUTH222710,19.67
8107,3107,Debit Card,Stripe,2023-07-14 11:08:00,1133.09,USD,Completed,3484,AUTH720140,26.26
8108,3108,Debit Card,Stripe,2023-08-23 12:21:00,1672.19,USD,Completed,5003,AUTH585776,44.62
8109,3109,Debit Card,Stripe,2023-06-29 16:44:00,1662.76,USD,Completed,3823,AUTH966824,43.6
8110,3110,Debit Card,Stripe,2023-06-23 09:34:00,1170.95,USD,Completed,3947,AUTH144821,28.47
8111,3111,Credit Card,Stripe,2023-12-30 10:00:00,368.89,USD,Completed,5246,AUTH753789,9.28
8112,3112,Debit Card,Stripe,2024-01-05 14:09:00,1364.97,USD,Completed,4354,AUTH859013,28.76
8113,3113,PayPal,PayPal,2023-12-14 18:56:00,1059.74,USD,Completed,,AUTH701774,26.86
8114,3114,Credit Card,Stripe,2023-08-26 09:14:00,1709.95,USD,Completed,3572,AUTH167352,48.2
8115,3115,Credit Card,Stripe,2023-07-10 17:21:00,1755.77,USD,Completed,3487,AUTH198944,51.79
8116,3116,Credit Card,Stripe,2023-07-14 08:38:00,1027.3,USD,Completed,7096,AUTH885575,23.59
8117,3117,Credit Card,Stripe,2024-02-27 13:38:00,1443.09,USD,Completed,9819,AUTH261117,41.41
8118,3118,Debit Card,Stripe,2023-11-02 17:52:00,2314.86,USD,Completed,7577,AUTH412427,66.98
8119,3119,Debit Card,Stripe,2023-07-24 12:58:00,2931.75,USD,Completed,2797,AUTH656624,68.21
8120,3120,PayPal,PayPal,2023-10-14 20:58:00,1199.5,USD,Completed,,AUTH420439,32.99
8121,3121,PayPal,PayPal,2023-06-02 10:49:00,733.08,USD,Completed,,AUTH507127,15.96
8122,3122,PayPal,PayPal,2023-08-15 14:28:00,2194.26,USD,Completed,,AUTH649891,54.43
8123,3123,Debit Card,Stripe,2023-07-05 09:36:00,1751.64,USD,Completed,7352,AUTH768787,42.07
8124,3124,Credit Card,Square,2023-07-17 13:08:00,2363.02,USD,Completed,2945,AUTH724734,57.55
8125,3125,Debit Card,Stripe,2023-11-11 15:27:00,2043.17,USD,Completed,3953,AUTH217223,53.34
8126,3126,PayPal,PayPal,2023-11-18 10:51:00,132.15,USD,Completed,,AUTH287743,2.74
8127,3127,PayPal,PayPal,2024-01-01 16:31:00,1720.39,USD,Completed,,AUTH823703,35.51
8128,3128,Credit Card,Square,2024-03-01 11:24:00,2579.66,USD,Completed,5144,AUTH657734,57.19
8129,3129,PayPal,PayPal,2024-03-22 20:44:00,1953.39,USD,Completed,,AUTH609185,57.38
8130,3130,Credit Card,Stripe,2023-07-15 11:23:00,2003.16,USD,Completed,8315,AUTH260876,56.6
8131,3131,Debit Card,Stripe,2023-06-09 13:35:00,2483.41,USD,Completed,5549,AUTH703316,66.82
8132,3132,Debit Card,Stripe,2023-07-27 08:58:00,2521.86,USD,Completed,9416,AUTH832230,55.46
8133,3133,Credit Card,Stripe,2023-08-11 12:29:00,1046.22,USD,Completed,8077,AUTH542759,25.21
8134,3134,PayPal,PayPal,2023-09-16 11:03:00,1533.48,USD,Completed,,AUTH165418,30.75
8135,3135,Credit Card,Stripe,2023-08-13 14:46:00,1474.6,USD,Completed,9834,AUTH453014,32.34
8136,3136,PayPal,PayPal,2023-06-28 19:06:00,2767.43,USD,Completed,,AUTH201042,55.46
8137,3137,Debit Card,Stripe,2023-08-20 08:09:00,4306.81,USD,Completed,3940,AUTH383275,96.66
8138,3138,PayPal,PayPal,2023-10-04 09:00:00,293.58,USD,Completed,,AUTH102003,8.62
8139,3139,Credit Card,Stripe,2023-09-02 15:47:00,1042.89,USD,Pending,3800,,27.74
8140,3140,Debit Card,Stripe,2023-12-28 19:21:00,852.14,USD,Completed,7522,AUTH659920,22.99
8141,3141,PayPal,PayPal,2023-07-27 10:03:00,148.95,USD,Completed,,AUTH893023,3.63
8142,3142,Credit Card,Stripe,2023-08-28 16:10:00,1576.6,USD,Pending,3905,,44.84
8143,3143,Debit Card,Stripe,2024-01-03 18:56:00,3374.04,USD,Pending,9218,,88.04
8144,3144,PayPal,PayPal,2024-03-19 16:19:00,1289.31,USD,Completed,,AUTH313748,28.55
8145,3145,PayPal,PayPal,2023-08-20 12:05:00,2447.18,USD,Completed,,AUTH883269,50.98
8146,3146,Debit Card,Stripe,2023-08-04 19:13:00,486.3,USD,Completed,9885,AUTH950736,13.37
8147,3147,PayPal,PayPal,2023-12-18 10:52:00,1464.51,USD,Completed,,AUTH576971,30.82
8148,3148,PayPal,PayPal,2024-01-26 15:20:00,2322.24,USD,Completed,,AUTH914713,48.97
8149,3149,Debit Card,Stripe,2023-12-12 10:03:00,4078.01,USD,Completed,9287,AUTH929530,87.96
8150,3150,Credit Card,Stripe,2023-10-17 09:06:00,1942.41,USD,Completed,3496,AUTH203965,51.92
8151,3151,Debit Card,Stripe,2023-11-19 08:15:00,2512.86,USD,Completed,4061,AUTH583484,68.78
8152,3152,PayPal,PayPal,2023-07-25 09:13:00,2753.38,USD,Completed,,AUTH441171,74.57
8153,3153,Credit Card,Stripe,2023-11-06 11:35:00,3138.74,USD,Completed,8901,AUTH616956,74.88
8154,3154,PayPal,PayPal,2023-10-16 09:36:00,4252.89,USD,Completed,,AUTH759711,115.82
8155,3155,Debit Card,Stripe,2024-02-03 08:03:00,2377.43,USD,Completed,9818,AUTH648034,49.94
8156,3156,Debit Card,Stripe,2023-11-06 08:22:00,1787.42,USD,Completed,2229,AUTH751343,38.03
8157,3157,Debit Card,Stripe,2023-09-08 13:48:00,794.76,USD,Failed,2913,,19.56
8158,3158,Credit Card,Stripe,2023-08-06 19:43:00,1719.01,USD,Completed,7864,AUTH707707,49.05
8159,3159,Credit Card,Stripe,2024-02-13 09:32:00,1158.36,USD,Completed,5897,AUTH466942,30.82
8160,3160,Credit Card,Stripe,2023-12-13 15:37:00,3092.19,USD,Completed,1272,AUTH850980,87.26
8161,3161,Credit Card,Stripe,2023-08-17 18:29:00,2820.38,USD,Completed,7174,AUTH486546,76.04
8162,3162,PayPal,PayPal,2023-09-27 11:51:00,1783.35,USD,Completed,,AUTH900817,38.71
8163,3163,PayPal,PayPal,2023-08-22 16:33:00,1825.21,USD,Completed,,AUTH198776,39.03
8164,3164,Debit Card,Stripe,2023-08-07 13:18:00,3052.95,USD,Completed,9310,AUTH721990,78.32
8165,3165,PayPal,PayPal,2023-12-16 11:13:00,975.12,USD,Completed,,AUTH334373,25.38
8166,3166,Debit Card,Stripe,2023-08-18 17:40:00,466.04,USD,Completed,1147,AUTH901108,11.39
8167,3167,Debit Card,Stripe,2023-06-08 10:49:00,2162.16,USD,Pending,1368,,52.87
8168,3168,Credit Card,Square,2023-07-19 15:20:00,778.13,USD,Completed,7750,AUTH543601,20.16
8169,3169,Debit Card,Stripe,2023-07-05 12:36:00,3479.16,USD,Completed,8174,AUTH701981,91.11
8170,3170,Debit Card,Stripe,2023-07-07 10:45:00,3912.52,USD,Completed,1063,AUTH680120,108.84
8171,3171,Debit Card,Stripe,2023-10-10 20:56:00,1754.52,USD,Completed,9159,AUTH367292,44.9
8172,3172,Credit Card,Square,2023-08-03 17:31:00,280.58,USD,Completed,2233,AUTH633786,6.15
8173,3173,PayPal,PayPal,2023-10-25 14:26:00,363.68,USD,Completed,,AUTH584487,8.16
8174,3174,PayPal,PayPal,2023-12-05 16:54:00,362.44,USD,Completed,,AUTH760512,8.49
8175,3175,PayPal,PayPal,2023-07-13 18:26:00,3121.87,USD,Completed,,AUTH662492,87.68
8176,3176,Credit Card,Stripe,2023-06-22 17:41:00,1675.8,USD,Failed,5799,,46.53
8177,3177,Credit Card,Stripe,2024-03-14 08:09:00,2480.18,USD,Completed,6177,AUTH110356,69.25
8178,3178,Credit Card,Stripe,2023-08-21 17:25:00,1525.38,USD,Completed,9433,AUTH945365,36.53
8179,3179,Debit Card,Stripe,2024-01-23 18:05:00,1560.69,USD,Completed,3800,AUTH224012,44.26
8180,3180,Credit Card,Stripe,2024-02-29 15:06:00,412.49,USD,Completed,3286,AUTH580961,8.41
8181,3181,Debit Card,Stripe,2023-07-26 14:49:00,1616.69,USD,Completed,2002,AUTH118956,45.91
8182,3182,Debit Card,Stripe,2023-11-16 09:20:00,5405.5,USD,Completed,5139,AUTH475987,136.22
8183,3183,Debit Card,Stripe,2024-01-30 09:17:00,1509.58,USD,Completed,9841,AUTH700974,38.58
8184,3184,PayPal,PayPal,2023-08-19 15:09:00,1417.52,USD,Completed,,AUTH419942,37.8
8185,3185,Debit Card,Stripe,2024-03-17 08:38:00,4869.4,USD,Completed,8761,AUTH374634,137.97
8186,3186,Debit Card,Stripe,2023-12-03 20:27:00,2289.55,USD,Completed,7815,AUTH348053,46.12
8187,3187,PayPal,PayPal,2023-09-17 08:48:00,335.26,USD,Completed,,AUTH113343,6.86
8188,3188,Credit Card,Stripe,2023-10-08 18:11:00,1649.67,USD,Completed,6651,AUTH855188,39.43
8189,3189,Debit Card,Stripe,2023-10-19 14:05:00,712.0,USD,Completed,6830,AUTH776383,15.69
8190,3190,PayPal,PayPal,2024-01-01 16:13:00,1177.8,USD,Completed,,AUTH201807,30.13
8191,3191,Debit Card,Stripe,2023-06-28 09:57:00,973.59,USD,Completed,9869,AUTH797267,27.7
8192,3192,Debit Card,Stripe,2023-10-31 10:12:00,1258.32,USD,Completed,1848,AUTH627070,34.74
8193,3193,Credit Card,Stripe,2024-01-30 16:44:00,453.3,USD,Completed,9696,AUTH595037,9.8
8194,3194,Credit Card,Stripe,2024-03-19 14:52:00,3479.13,USD,Completed,4343,AUTH548504,82.54
8195,3195,Debit Card,Stripe,2024-03-23 17:09:00,1345.32,USD,Completed,5446,AUTH409986,30.98
8196,3196,Credit Card,Square,2023-08-17 15:59:00,1060.96,USD,Completed,1708,AUTH512504,26.35
8197,3197,PayPal,PayPal,2023-11-10 09:50:00,1703.04,USD,Failed,,PP685761,49.43
8198,3198,Debit Card,Stripe,2024-02-22 19:00:00,1961.41,USD,Completed,7131,AUTH272841,45.13
8199,3199,Credit Card,Stripe,2024-01-17 18:37:00,2418.89,USD,Completed,3065,AUTH222504,56.21
8200,3200,PayPal,PayPal,2023-09-05 14:44:00,3127.62,USD,Completed,,AUTH557376,89.83
8201,3201,Credit Card,Stripe,2023-12-11 11:22:00,580.88,USD,Completed,7970,AUTH905430,12.65
8202,3202,Debit Card,Stripe,2024-03-22 08:23:00,2249.1,USD,Completed,1129,AUTH447902,50.29
8203,3203,Credit Card,Square,2023-11-05 16:52:00,3174.56,USD,Completed,1481,AUTH371182,79.33
8204,3204,Debit Card,Stripe,2024-01-20 14:26:00,2524.63,USD,Pending,5973,,64.16
8205,3205,Debit Card,Stripe,2024-03-04 14:33:00,3391.62,USD,Completed,4650,AUTH729965,82.66
8206,3206,Debit Card,Stripe,2023-08-30 15:27:00,1584.3,USD,Completed,4797,AUTH660335,35.25
8207,3207,Debit Card,Stripe,2023-08-23 16:27:00,3198.0,USD,Completed,2340,AUTH243843,73.15
8208,3208,PayPal,PayPal,2024-01-10 18:18:00,407.7,USD,Completed,,AUTH274298,11.01
8209,3209,Credit Card,Stripe,2023-07-24 09:41:00,2315.83,USD,Completed,5081,AUTH513544,49.27
8210,3210,PayPal,PayPal,2024-02-10 19:48:00,1352.53,USD,Pending,,PP171292,39.62
8211,3211,Credit Card,Square,2024-01-14 16:37:00,2877.44,USD,Completed,3345,AUTH764070,85.46
8212,3212,Debit Card,Stripe,2024-01-02 11:14:00,886.83,USD,Completed,5435,AUTH662111,23.43
8213,3213,Debit Card,Stripe,2023-09-09 15:07:00,1722.4,USD,Completed,6259,AUTH846969,46.08
8214,3214,Credit Card,Square,2023-12-20 08:23:00,2777.74,USD,Completed,6001,AUTH278584,74.48
8215,3215,Debit Card,Stripe,2023-10-14 12:53:00,2649.86,USD,Completed,6122,AUTH206328,63.76
8216,3216,Credit Card,Square,2023-12-30 08:00:00,1054.56,USD,Completed,2376,AUTH570419,21.79
8217,3217,PayPal,PayPal,2023-12-09 16:52:00,1467.53,USD,Pending,,PP654794,41.85
8218,3218,Credit Card,Stripe,2023-08-27 17:27:00,2025.11,USD,Completed,2519,AUTH370874,49.58
8219,3219,PayPal,PayPal,2023-12-19 08:51:00,2037.15,USD,Completed,,AUTH341509,56.32
8220,3220,Debit Card,Stripe,2023-12-17 19:11:00,918.18,USD,Completed,3312,AUTH412017,22.39
8221,3221,Credit Card,Square,2023-08-21 14:14:00,1986.69,USD,Completed,8557,AUTH224867,46.81
8222,3222,Debit Card,Stripe,2023-07-31 18:36:00,946.22,USD,Completed,8527,AUTH309126,21.38
8223,3223,Credit Card,Stripe,2024-03-10 10:20:00,4279.15,USD,Completed,4790,AUTH612051,107.43
8224,3224,PayPal,PayPal,2023-06-14 14:00:00,819.72,USD,Completed,,AUTH230874,20.74
8225,3225,Debit Card,Stripe,2024-03-05 09:36:00,2055.16,USD,Completed,2124,AUTH821819,45.23
8226,3226,PayPal,PayPal,2023-08-06 15:40:00,628.61,USD,Completed,,AUTH139252,15.8
8227,3227,Credit Card,Stripe,2023-10-01 18:57:00,879.35,USD,Completed,2119,AUTH469755,24.57
8228,3228,Debit Card,Stripe,2024-03-01 11:46:00,1082.57,USD,Completed,4216,AUTH110111,24.74
8229,3229,Credit Card,Square,2023-06-27 12:05:00,4584.28,USD,Completed,2025,AUTH428687,100.01
8230,3230,Debit Card,Stripe,2024-03-23 09:07:00,1488.87,USD,Completed,7694,AUTH442585,42.16
8231,3231,Credit Card,Stripe,2023-08-12 12:16:00,89.93,USD,Pending,4709,,2.23
8232,3232,Credit Card,Stripe,2024-02-09 13:58:00,2281.95,USD,Completed,2759,AUTH473545,55.33
8233,3233,Debit Card,Stripe,2024-02-07 20:01:00,1350.84,USD,Completed,5574,AUTH500048,33.72
8234,3234,Debit Card,Stripe,2023-07-10 11:43:00,3791.92,USD,Completed,7207,AUTH270483,98.31
8235,3235,Debit Card,Stripe,2023-11-08 18:58:00,2099.81,USD,Completed,2069,AUTH425469,46.71
8236,3236,Credit Card,Square,2023-10-31 08:57:00,5041.29,USD,Completed,5209,AUTH494338,132.54
8237,3237,PayPal,PayPal,2023-11-23 13:30:00,495.19,USD,Completed,,AUTH458041,10.16
8238,3238,Credit Card,Stripe,2024-02-23 19:16:00,1754.52,USD,Completed,2837,AUTH150566,44.43
8239,3239,PayPal,PayPal,2023-06-16 16:01:00,456.24,USD,Completed,,AUTH705489,9.2
8240,3240,Credit Card,Stripe,2023-12-04 09:57:00,2044.31,USD,Completed,6576,AUTH271678,42.83
8241,3241,PayPal,PayPal,2023-08-10 11:05:00,1899.74,USD,Completed,,AUTH529495,50.6
8242,3242,Credit Card,Square,2023-10-19 15:12:00,705.7,USD,Pending,3788,,18.7
8243,3243,Debit Card,Stripe,2024-03-09 18:18:00,3519.07,USD,Completed,9431,AUTH914197,88.56
8244,3244,Credit Card,Square,2024-02-18 14:59:00,1028.28,USD,Completed,8176,AUTH278988,26.33
8245,3245,PayPal,PayPal,2023-09-10 18:54:00,2595.69,USD,Completed,,AUTH614094,60.44
8246,3246,PayPal,PayPal,2023-12-19 09:37:00,5237.22,USD,Completed,,AUTH232559,154.26
8247,3247,Debit Card,Stripe,2023-09-14 19:31:00,2468.28,USD,Completed,1841,AUTH287852,52.91
8248,3248,Credit Card,Square,2023-10-18 13:39:00,89.89,USD,Completed,8581,AUTH866643,2.28
8249,3249,Debit Card,Stripe,2023-09-11 17:22:00,493.62,USD,Completed,5902,AUTH654504,12.54
8250,3250,Debit Card,Stripe,2023-08-25 08:32:00,3299.39,USD,Pending,8571,,66.46
8251,3251,Credit Card,Square,2024-02-27 13:25:00,973.74,USD,Completed,9669,AUTH413785,28.39
8252,3252,Credit Card,Square,2023-11-13 14:50:00,1901.16,USD,Pending,2620,,53.04
8253,3253,Debit Card,Stripe,2023-07-08 11:42:00,456.24,USD,Completed,3619,AUTH648481,13.66
8254,3254,Debit Card,Stripe,2023-11-08 09:00:00,393.09,USD,Completed,4565,AUTH769196,7.98
8255,3255,PayPal,PayPal,2023-11-16 11:29:00,3490.22,USD,Completed,,AUTH990158,88.53
8256,3256,Debit Card,Stripe,2023-09-28 16:04:00,658.72,USD,Completed,9055,AUTH974818,16.72
8257,3257,Credit Card,Square,2023-09-17 16:13:00,3002.84,USD,Pending,6514,,77.37
